lambda,V14_pu
2.6,0.8913267844572239
2.61,0.8902280454514675
2.62,0.889121896823826
2.63,0.8880081807945598
2.64,0.886886733406827
2.65,0.8857573841729506
2.66,0.8846199556938321
2.67,0.8834742632490119
2.68,0.8823201143544854
2.69,0.8811573082851564
2.7,0.8799856355583373
2.71,0.8788048773743529
2.72,0.8776148050097552
2.73,0.8764151791581468
2.74,0.8752057492129144
2.75,0.8739862524854706
2.76,0.8727564133517294
2.77,0.8715159423185362
2.78,0.8702645350006504
2.79,0.8690018709974948
2.8,0.8677276126573565
2.81,0.8664414037148612
2.82,0.8651428677853773
2.83,0.863831606697461
2.84,0.8625071985769377
2.85,0.861169196022264
2.86,0.8598171234751444
2.87,0.8584504748513646
2.88,0.8570687106023518
2.89,0.8556712544606931
2.9,0.8542574897632498
2.91,0.8528267552825654
2.92,0.8513783404834053
2.93,0.8499114801040331
2.94,0.8484253479404239
2.95,0.8469190496846879
2.96,0.8453916146349619
2.97,0.8438419860506623
2.98,0.8422690098713749
2.99,0.8406714214454737
3.0,0.8390478298202543
3.01,0.83739669902074
3.02,0.8357163255778345
3.03,0.8340048113415551
3.04,0.8322600303071552
3.05,0.8304795877545316
3.06,0.8286607693990061
3.07,0.8268004773883859
3.08,0.8248951487212011
3.09,0.8229406497836305
3.1,0.820932137840677
3.11,0.8188638758407041
3.12,0.8167289796839293
3.13,0.8145190651049729
3.14,0.8122237405600488
3.15,0.8098298545969265
3.16,0.8073203363049531
3.17,0.8046723169216253
3.18,0.8018539056375118
3.19,0.7988182027695606
3.2,0.7954909510388086
3.21,0.7917408654715021
3.22,0.787288360005957
3.23,0.7812350579450107
