lambda,V14_pu
2.51,0.9181939988609368
2.52,0.9173480482277777
2.53,0.9164990042129066
2.54,0.9156468372417325
2.55,0.9147915172365343
2.56,0.9139330136042754
2.57,0.9130712952240337
2.58,0.9122063304340269
2.59,0.9113380870182312
2.6,0.9104665321925538
2.61,0.9095916325905625
2.62,0.908713354248749
2.63,0.9078316625912942
2.64,0.9069465224143354
2.65,0.9060578978697007
2.66,0.9051657524480903
2.67,0.9042700489616914
2.68,0.9033707495261827
2.69,0.9024678155421268
2.7,0.9015612076757081
2.71,0.9006508858387895
2.72,0.8997368091682588
2.73,0.8988189360046515
2.74,0.8978972238699746
2.75,0.8969716294447485
2.76,0.8960421085441915
2.77,0.8951086160935285
2.78,0.8941711061023745
2.79,0.8932295316381532
2.8,0.892283844798514
2.81,0.8913339966826778
2.82,0.8903799373616862
2.83,0.8894216158474874
2.84,0.8884589800608024
2.85,0.8874919767977218
2.86,0.8865205516949538
2.87,0.8855446491936773
2.88,0.8845642125019102
2.89,0.8835791835553378
2.9,0.8825895029764946
2.91,0.8815951100322539
2.92,0.8805959425894915
2.93,0.8795919370688715
2.94,0.8785830283966185
2.95,0.8775691499541911
2.96,0.8765502335257318
2.97,0.8755262092431771
2.98,0.874497005528895
2.99,0.873462549035714
3.0,0.8724227645841907
3.01,0.871377575096974
3.02,0.8703269015300689
3.03,0.8692706628008601
3.04,0.8682087757126618
3.05,0.8671411548756216
3.06,0.8660677126237324
3.07,0.8649883589277364
3.08,0.8639030013036524
3.09,0.862811544716661
3.1,0.8617138914800543
3.11,0.8606099411489327
3.12,0.859499590408311
3.13,0.8583827329552727
3.14,0.8572592593747639
3.15,0.8561290570086242
3.16,0.8549920098173709
3.17,0.8538479982342609
3.18,0.8526968990110694
3.19,0.8515385850550314
3.2,0.8503729252562805
3.21,0.8491997843051292
3.22,0.8480190224984199
3.23,0.8468304955341496
3.24,0.8456340542934816
3.25,0.8444295446091705
3.26,0.843216807019356
3.27,0.841995676505571
3.28,0.8407659822137038
3.29,0.8395275471565277
3.3,0.8382801878962871
3.31,0.8370237142056717
3.32,0.835757928705342
3.33,0.8344826264759847
3.34,0.8331975946426692
3.35,0.8319026119290301
3.36,0.830597448178552
3.37,0.8292818638399212
3.38,0.8279556094130768
3.39,0.8266184248522188
3.4,0.8252700389215814
3.41,0.8239101684993309
3.42,0.8225385178243276
3.43,0.8211547776799338
3.44,0.8197586245082507
3.45,0.818349719447378
3.46,0.8169277072833495
3.47,0.8154922153072406
3.48,0.8140428520667224
3.49,0.8125792058848927
3.5,0.8111008437902363
3.51,0.8096073092681841
3.52,0.808098120829289
3.53,0.8065727699208418
3.54,0.8050307187174888
3.55,0.8034713976727975
3.56,0.8018942027992596
3.57,0.8002984926388417
3.58,0.7986835848797905
3.59,0.7970487525676917
3.6,0.7953932198494363
3.61,0.7937161571775336
3.62,0.7920166758883775
3.63,0.7902938220513089
3.64,0.7885465694644549
3.65,0.7867738116476671
3.66,0.7849743526506808
3.67,0.7831468964542558
3.68,0.781290034691007
3.69,0.7794022323474009
3.7,0.7774818110246555
3.71,0.7755269292275461
3.72,0.773535559007748
3.73,0.7715054581000107
3.74,0.769434136437461
3.75,0.7673188155912755
3.76,0.7651563792122252
3.77,0.7629433119011294
3.78,0.7606756230165622
3.79,0.7583487506085266
3.8,0.7559574387353885
3.81,0.753495578535351
3.82,0.7509559990098844
3.83,0.7483301865478044
3.84,0.7456079010154865
3.85,0.742776637067807
3.86,0.7398208491339041
3.87,0.7367207929257009
3.88,0.7334507311699271
3.89,0.7299760083157462
3.9,0.7262479798661712
