lambda,V14_pu
2.5,0.9715507783878673
2.51,0.9706891991669752
2.52,0.9698245770850533
2.53,0.9689568840265719
2.54,0.968086091411776
2.55,0.9672121701857648
2.56,0.9663350908072403
2.57,0.9654548232369025
2.58,0.964571336925484
2.59,0.9636846008014094
2.6,0.9627945832580628
2.61,0.9619012521406505
2.62,0.9610045747326413
2.63,0.9601045177417645
2.64,0.9592010472855579
2.65,0.9582941288764367
2.66,0.9573837274062694
2.67,0.9564698071304353
2.68,0.955552331651354
2.69,0.9546312639014526
2.7,0.9537065661255475
2.71,0.9527781998626299
2.72,0.9518461259270066
2.73,0.9509103043887966
2.74,0.949970694553728
2.75,0.9490272549422214
2.76,0.9480799432677266
2.77,0.9471287164142724
2.78,0.9461735304132044
2.79,0.9452143404190626
2.8,0.9442511006845684
2.81,0.9432837645346792
2.82,0.9423122843396617
2.83,0.9413366114871465
2.84,0.9403566963531054
2.85,0.9393724882717135
2.86,0.9383839355040262
2.87,0.9373909852054356
2.88,0.9363935833918211
2.89,0.935391674904347
2.9,0.9343852033728444
2.91,0.9333741111776807
2.92,0.9323583394100738
2.93,0.9313378278307407
2.94,0.9303125148268221
2.95,0.9292823373669616
2.96,0.9282472309544778
2.97,0.9272071295785004
2.98,0.9261619656629719
2.99,0.9251116700133993
3.0,0.92405617176123
3.01,0.922995398305723
3.02,0.9219292752531711
3.03,0.9208577263533329
3.04,0.9197806734328964
3.05,0.9186980363258367
3.06,0.9176097328004444
3.07,0.916515678482859
3.08,0.9154157867768937
3.09,0.9143099687799164
3.1,0.9131981331945499
3.11,0.9120801862359545
3.12,0.9109560315343748
3.13,0.9098255700326944
3.14,0.9086886998786575
3.15,0.9075453163114142
3.16,0.9063953115420161
3.17,0.9052385746274787
3.18,0.904074991337949
3.19,0.9029044440165427
3.2,0.9017268114313206
3.21,0.9005419686188681
3.22,0.8993497867188885
3.23,0.8981501327991591
3.24,0.8969428696701525
3.25,0.8957278556885745
3.26,0.8945049445489751
3.27,0.8932739850625508
3.28,0.8920348209221364
3.29,0.8907872904523378
3.3,0.8895312263436124
3.31,0.8882664553690247
3.32,0.8869927980822669
3.33,0.8857100684953987
3.34,0.8844180737346159
3.35,0.8831166136721664
3.36,0.8818054805323655
3.37,0.8804844584694297
3.38,0.8791533231146164
3.39,0.8778118410898851
3.4,0.8764597694849846
3.41,0.8750968552945442
3.42,0.8737228348113382
3.43,0.8723374329714619
3.44,0.8709403626466615
3.45,0.8695313238784882
3.46,0.8681100030482873
3.47,0.8666760719763057
3.48,0.8652291869423597
3.49,0.8637689876194816
3.5,0.8622950959108978
3.51,0.8608071146793506
3.52,0.8593046262406666
3.53,0.8577871912687964
3.54,0.8562543465136578
3.55,0.8547056033375862
3.56,0.8531404455886245
3.57,0.8515583273487669
3.58,0.8499586704379212
3.59,0.8483408616402385
3.6,0.8467042496140317
3.61,0.8450481414397947
3.62,0.8433717987529995
3.63,0.8416744333987025
3.64,0.8399552025334152
3.65,0.8382132030855064
3.66,0.8364474654680303
3.67,0.8346569464164599
3.68,0.8328405207972268
3.69,0.8309969721997539
3.7,0.829124982082936
3.71,0.8272231171941801
3.72,0.8252898149116108
3.73,0.82332336607319
3.74,0.8213218947437513
3.75,0.8192833342230411
3.76,0.8172053984020414
3.77,0.8150855473125039
3.78,0.8129209453590914
3.79,0.81070841023523
3.8,0.8084443498436367
3.81,0.8061246835802399
3.82,0.8037447429553954
3.83,0.8012991444951612
3.84,0.7987816248233081
3.85,0.7961848231599457
3.86,0.7934999891282012
3.87,0.7907165818451474
3.88,0.7878217058038478
3.89,0.7847992966483619
3.9,0.7816288992813356
3.91,0.7782837664612579
3.92,0.7747277405856035
3.93,0.7709098078689504
3.94,0.7667537625842943
3.95,0.7621362176895768
3.96,0.7568312146876098
3.97,0.750324756560727
3.98,0.7405918481161701
